Row,B3_DATUM_B_LOC,B3_REF_OD,C1_LOC_INSIDE_PLN,C4_LOC_TOP_PLN,B3_THICK1_WALL,B3_THICK2_WALL,B3_THICK3_WALL,B3_THICK4_WALL,Layout,BuildDate,Powder,MeasureSeq,Nonconformity,RowID,ColID,PlateID
Me3,0.4172,0.4489,0.056,0.2689,0.0157,0.0166,0.016,0.0146,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,3,M
Me4,0.4174,0.4484,0.0561,0.2684,0.016,0.0158,0.0165,0.0168,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,4,M
Me5,0.4172,0.4488,0.0576,0.2687,0.0156,0.0152,0.0166,0.0151,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,5,M
Me6,0.417,0.4483,0.0554,0.269,0.0155,0.0182,0.0151,0.0166,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,6,M
Me7,0.4168,0.4487,0.0553,0.2676,0.0155,0.0157,0.0148,0.0153,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,7,M
Me8,0.4165,0.4486,0.0551,0.268,0.0156,0.0167,0.0147,0.0156,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,8,M
Me9,0.417,0.4487,0.0543,0.2674,0.0155,0.0161,0.0155,0.0158,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,9,M
Me10,0.4172,0.4494,0.0537,0.2674,0.0157,0.017,0.0161,0.0168,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,10,M
Me11,0.4171,0.4493,0.0526,0.2661,0.016,0.0159,0.0202,0.0168,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,5,11,M
Mf1,0.4171,0.4482,0.0548,0.2674,0.0152,0.0158,0.0154,0.0159,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,1,M
Mf3,0.4176,0.4506,0.055,0.2679,0.0162,0.0159,0.0151,0.0159,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,3,M
Mf4,0.4167,0.4488,0.0553,0.268,0.0149,0.0154,0.016,0.0171,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,4,M
Mf5,0.4169,0.449,0.0552,0.2682,0.0157,0.0158,0.0155,0.0157,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,5,M
Mf7,0.4174,0.449,0.0559,0.2676,0.0161,0.0159,0.0151,0.015,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,7,M
Mf8,0.4162,0.4489,0.0543,0.2673,0.016,0.0167,0.0172,0.0167,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,8,M
Mf9,0.4173,0.4502,0.0537,0.2672,0.0163,0.0155,0.0147,0.0166,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,9,M
Mf11,0.417,0.4493,0.0524,0.266,0.0166,0.0152,0.0162,0.0166,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,6,11,M
Mg1,0.4171,0.449,0.0546,0.268,0.0162,0.0155,0.0152,0.0162,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,1,M
Mg2,0.417,0.4474,0.0551,0.2678,0.0151,0.0166,0.0153,0.0155,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,2,M
Mg3,0.4174,0.4492,0.0556,0.2678,0.0158,0.015,0.017,0.0154,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,3,M
Mg4,0.417,0.4487,0.0564,0.2681,0.0155,0.0157,0.0156,0.016,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,4,M
Mg5,0.4177,0.4491,0.0556,0.2684,0.0159,0.0148,0.0154,0.0145,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,5,M
Mg6,0.4183,0.4488,0.0551,0.2685,0.015,0.0161,0.0159,0.0153,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,6,M
Mg7,0.4166,0.4488,0.0551,0.2675,0.0164,0.0162,0.015,0.0174,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,7,M
Mg8,0.4168,0.4489,0.0539,0.2683,0.016,0.0154,0.0161,0.0155,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,8,M
Mg9,0.4163,0.4486,0.0548,0.2675,0.016,0.015,0.0156,0.0154,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,9,M
Mg10,0.4174,0.4482,0.054,0.267,0.0163,0.0154,0.0161,0.0156,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,10,M
Mg11,0.4168,0.4495,0.0535,0.2664,0.0163,0.0161,0.0169,0.0161,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,7,11,M
Mh1,0.4175,0.4492,0.0549,0.2676,0.0154,0.0158,0.0167,0.0152,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,1,M
Mh2,0.4171,0.4489,0.0561,0.2686,0.0159,0.0155,0.0158,0.0161,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,2,M
Mh3,0.4168,0.4485,0.0553,0.2683,0.0149,0.0155,0.0149,0.015,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,3,M
Mh4,0.4164,0.4488,0.0553,0.2688,0.0165,0.0156,0.0153,0.0164,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,4,M
Mh5,0.4175,0.4491,0.056,0.2684,0.0168,0.0157,0.0166,0.0153,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,5,M
Mh6,0.4181,0.4494,0.0553,0.2689,0.0157,0.0152,0.016,0.0158,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,6,M
Mh7,0.4171,0.4485,0.0546,0.2678,0.0165,0.0151,0.0151,0.016,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,7,M
Mh8,0.417,0.4487,0.0556,0.2686,0.0155,0.0155,0.0149,0.0158,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,8,M
Mh9,0.4174,0.4489,0.0549,0.2679,0.0156,0.0142,0.0172,0.0152,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,9,M
Mh10,0.4171,0.4482,0.0539,0.2667,0.0153,0.0158,0.0174,0.0174,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,10,M
Mh11,0.4172,0.4493,0.0533,0.2667,0.016,0.0155,0.0166,0.0173,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,8,11,M
Mi1,0.4172,0.449,0.0551,0.268,0.0159,0.0169,0.0164,0.0173,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,1,M
Mi2,0.4165,0.4487,0.0556,0.2684,0.0161,0.0154,0.017,0.0153,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,2,M
Mi3,0.4161,0.4482,0.0556,0.2683,0.0155,0.018,0.0164,0.0157,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,3,M
Mi4,0.4167,0.4488,0.0553,0.269,0.0157,0.0158,0.0162,0.0164,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,4,M
Mi5,0.4165,0.4482,0.0559,0.2689,0.016,0.0157,0.0155,0.0157,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,5,M
Mi6,0.4167,0.4488,0.0557,0.2688,0.0154,0.0161,0.0159,0.0164,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,6,M
Mi7,0.4167,0.4486,0.0555,0.2684,0.0153,0.0156,0.0162,0.0159,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,7,M
Mi8,0.4171,0.4491,0.0548,0.2679,0.0164,0.0149,0.0157,0.0172,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,8,M
Mi9,0.4161,0.4482,0.0544,0.2678,0.0174,0.0164,0.0173,0.016,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,9,M
Mi10,0.4165,0.4492,0.054,0.2672,0.0178,0.0155,0.0153,0.0153,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,10,M
Mi11,0.4169,0.4494,0.0536,0.2662,0.0163,0.0156,0.0154,0.0167,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,9,11,M
MJ1,0.4167,0.4493,0.0551,0.268,0.0164,0.0149,0.0149,0.0169,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,1,M
MJ3,0.4173,0.4492,0.0554,0.2691,0.0148,0.0161,0.0159,0.0158,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,3,M
MJ4,0.4163,0.4479,0.0551,0.2686,0.016,0.0159,0.0157,0.0152,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,4,M
MJ5,0.4155,0.4486,0.0553,0.2679,0.0154,0.0184,0.0166,0.015,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,5,M
MJ7,0.4168,0.4491,0.0551,0.2681,0.0176,0.0153,0.0171,0.0158,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,7,M
MJ8,0.4164,0.4493,0.0541,0.2685,0.0164,0.0152,0.0147,0.0181,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,8,M
MJ9,0.417,0.4492,0.0546,0.2677,0.0165,0.0158,0.0162,0.0161,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,9,M
MJ11,0.4173,0.4502,0.0537,0.2673,0.0161,0.0164,0.0161,0.0168,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,10,11,M
Mk1,0.4165,0.4483,0.0542,0.2678,0.0168,0.0159,0.016,0.0174,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,1,M
Mk2,0.4174,0.4486,0.0544,0.2678,0.0147,0.0168,0.0156,0.0164,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,2,M
Mk3,0.417,0.4485,0.0552,0.2682,0.017,0.016,0.0162,0.0159,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,3,M
Mk4,0.4167,0.4488,0.0549,0.2683,0.0152,0.0174,0.0153,0.0167,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,4,M
Mk5,0.4156,0.4483,0.0548,0.2684,0.0161,0.0146,0.0167,0.0157,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,5,M
Mk6,0.4175,0.4487,0.0543,0.2676,0.0151,0.0158,0.0159,0.0163,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,6,M
Mk7,0.4164,0.4494,0.0541,0.268,0.0155,0.0153,0.016,0.0153,11X11TA,8/23/2019,Recycled,PreEDM,TRUE,11,7,M
Mk8,0.4168,0.4487,0.0541,0.2675,0.0171,0.018,0.0157,0.0167,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,8,M
Mk9,0.4166,0.4491,0.0535,0.2673,0.0165,0.0154,0.0165,0.0155,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,9,M
Mk10,0.4166,0.4488,0.0529,0.2668,0.0168,0.0177,0.0163,0.0159,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,10,M
Mk11,0.4153,0.4491,0.0531,0.2661,0.0167,0.0155,0.0158,0.0156,11X11TA,8/23/2019,Recycled,PreEDM,FALSE,11,11,M
Na1,0.4169,0.448,0.057,0.2689,0.0159,0.0163,0.0152,0.0166,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,1,N
Na2,0.4166,0.4489,0.0571,0.2696,0.0157,0.0162,0.0149,0.0152,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,2,N
Na3,0.4167,0.4486,0.0564,0.2698,0.0164,0.0158,0.0152,0.0153,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,3,N
Na4,0.4172,0.4486,0.0568,0.2694,0.0158,0.017,0.0146,0.0172,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,4,N
Na5,0.4169,0.4491,0.0572,0.2697,0.0161,0.0162,0.0169,0.0161,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,5,N
Na6,0.4164,0.4486,0.0564,0.269,0.0153,0.0157,0.0152,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,TRUE,1,6,N
Na7,0.4162,0.4491,0.0566,0.2681,0.0152,0.0165,0.0152,0.0155,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,7,N
Na8,0.4168,0.4493,0.056,0.2675,0.0164,0.0167,0.0175,0.0148,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,8,N
Na9,0.417,0.4489,0.0556,0.2678,0.0163,0.0159,0.015,0.0152,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,9,N
Na10,0.4169,0.4484,0.0544,0.2671,0.0153,0.0167,0.0166,0.0177,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,10,N
Na11,0.4158,0.4483,0.055,0.2671,0.0165,0.0164,0.0164,0.0165,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,1,11,N
Nb1,0.4171,0.4477,0.0571,0.269,0.0163,0.0157,0.016,0.016,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,1,N
Nb3,0.4173,0.4487,0.0578,0.2698,0.0145,0.0157,0.0156,0.0156,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,3,N
Nb4,0.4159,0.4484,0.0579,0.2701,0.0164,0.015,0.018,0.0162,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,4,N
Nb5,0.4164,0.4488,0.0574,0.2695,0.0155,0.018,0.0154,0.0166,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,5,N
Nb7,0.4173,0.4485,0.0565,0.2697,0.0152,0.0158,0.0152,0.0164,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,7,N
Nb8,0.417,0.4489,0.0565,0.2688,0.0159,0.0164,0.015,0.017,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,8,N
Nb9,0.4172,0.4486,0.0568,0.2679,0.0161,0.016,0.0159,0.0166,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,9,N
Nb11,0.4166,0.449,0.0545,0.2671,0.0174,0.0164,0.0151,0.0176,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,2,11,N
Nc1,0.4167,0.4488,0.0572,0.2698,0.0152,0.0158,0.0159,0.0155,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,1,N
Nc2,0.4165,0.449,0.0572,0.2702,0.016,0.0159,0.0153,0.0148,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,2,N
Nc3,0.4172,0.449,0.0576,0.2695,0.0159,0.0176,0.015,0.0149,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,3,N
Nc4,0.4174,0.4489,0.0571,0.2699,0.0156,0.0147,0.0164,0.0153,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,4,N
Nc5,0.4169,0.449,0.0573,0.2696,0.0175,0.0155,0.0167,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,5,N
Nc6,0.4176,0.4491,0.0565,0.2697,0.0149,0.0155,0.0149,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,6,N
Nc7,0.4172,0.449,0.0564,0.2696,0.0163,0.0167,0.0154,0.0153,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,7,N
Nc8,0.4161,0.4489,0.0562,0.2688,0.0162,0.0159,0.0157,0.0161,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,8,N
Nc9,0.4168,0.4489,0.056,0.2685,0.0162,0.0158,0.0149,0.0162,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,9,N
Nc10,0.4171,0.4488,0.056,0.2683,0.0167,0.017,0.0156,0.0162,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,10,N
Nc11,0.4168,0.4491,0.0543,0.2671,0.0164,0.0155,0.0148,0.016,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,3,11,N
Nd1,0.4168,0.4477,0.0575,0.2692,0.0152,0.0157,0.0152,0.0148,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,1,N
Nd2,0.4164,0.4487,0.0572,0.2697,0.0158,0.016,0.0148,0.0163,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,2,N
Nd3,0.4162,0.4475,0.0576,0.2704,0.0153,0.0162,0.0157,0.0146,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,3,N
Nd4,0.4167,0.4483,0.0568,0.2709,0.016,0.0154,0.0178,0.0149,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,4,N
Nd5,0.4169,0.4484,0.0571,0.2698,0.0172,0.0157,0.0157,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,5,N
Nd6,0.4172,0.449,0.0574,0.2698,0.0154,0.016,0.0161,0.0152,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,6,N
Nd7,0.4174,0.4482,0.0575,0.2693,0.0148,0.0161,0.0148,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,7,N
Nd8,0.4168,0.448,0.0556,0.2696,0.0159,0.0166,0.0158,0.019,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,8,N
Nd9,0.4171,0.4484,0.0558,0.2692,0.0149,0.0161,0.0155,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,9,N
Nd10,0.4163,0.4484,0.0554,0.2687,0.0159,0.0161,0.0154,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,10,N
Nd11,0.4171,0.4491,0.0545,0.2676,0.0166,0.0162,0.0157,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,4,11,N
Ne1,0.4181,0.449,0.0569,0.2696,0.015,0.0156,0.0176,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,1,N
Ne2,0.4173,0.4484,0.0573,0.2696,0.0153,0.0165,0.0152,0.0149,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,2,N
Ne3,0.4175,0.4483,0.0577,0.2698,0.0156,0.015,0.0156,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,3,N
Ne4,0.4163,0.4486,0.0577,0.2703,0.016,0.0159,0.016,0.0144,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,4,N
Ne5,0.4165,0.4483,0.057,0.2698,0.0143,0.0161,0.0161,0.0165,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,5,N
Ne6,0.4173,0.4478,0.0575,0.2704,0.0156,0.0153,0.0153,0.0155,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,6,N
Ne7,0.4174,0.4487,0.057,0.2697,0.0166,0.0159,0.0158,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,7,N
Ne8,0.4172,0.448,0.0565,0.2693,0.0165,0.0168,0.0148,0.0156,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,8,N
Ne9,0.4167,0.4481,0.0566,0.269,0.015,0.0165,0.0157,0.0164,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,9,N
Ne10,0.4174,0.4498,0.0559,0.2686,0.016,0.0155,0.0162,0.016,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,10,N
Ne11,0.4167,0.4492,0.0548,0.268,0.0166,0.0155,0.0154,0.0165,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,5,11,N
Nf1,0.417,0.4481,0.0568,0.2697,0.0154,0.0155,0.016,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,1,N
Nf3,0.4169,0.4489,0.0571,0.2705,0.0153,0.015,0.0169,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,3,N
Nf4,0.4176,0.4484,0.0575,0.2702,0.0145,0.0159,0.0163,0.0156,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,4,N
Nf5,0.4166,0.448,0.0578,0.27,0.0152,0.0155,0.0154,0.0172,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,5,N
Nf7,0.4176,0.449,0.0574,0.27,0.016,0.016,0.016,0.0168,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,7,N
Nf8,0.4172,0.4482,0.0563,0.2693,0.0157,0.0153,0.0164,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,8,N
Nf9,0.4178,0.4488,0.0559,0.2688,0.0156,0.0162,0.0154,0.016,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,9,N
Nf11,0.4169,0.4493,0.0559,0.2681,0.0162,0.0164,0.0155,0.0167,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,6,11,N
Ng1,0.4168,0.4484,0.0571,0.2693,0.0147,0.0152,0.0164,0.0156,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,1,N
Ng2,0.4168,0.4481,0.0573,0.2693,0.016,0.0167,0.016,0.015,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,2,N
Ng3,0.4169,0.4488,0.0583,0.2699,0.016,0.0163,0.0158,0.0151,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,3,N
Ng4,0.4175,0.4482,0.0581,0.2701,0.0154,0.0163,0.017,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,4,N
Ng5,0.4174,0.4487,0.0576,0.2698,0.0148,0.0156,0.0161,0.0152,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,5,N
Ng6,0.4176,0.4493,0.0573,0.27,0.0159,0.0157,0.0159,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,6,N
Ng7,0.4163,0.4481,0.0561,0.27,0.0159,0.0149,0.0157,0.0172,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,7,N
Ng8,0.4166,0.448,0.0566,0.2691,0.0171,0.0156,0.0165,0.0158,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,8,N
Ng9,0.4167,0.4492,0.0567,0.2695,0.0157,0.0164,0.0151,0.0163,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,9,N
Ng10,0.4168,0.4487,0.0549,0.269,0.0168,0.0156,0.0163,0.0161,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,10,N
Ng11,0.4171,0.4493,0.0552,0.2688,0.0171,0.0161,0.0172,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,7,11,N
Nh1,0.4176,0.4495,0.0568,0.2699,0.0151,0.015,0.0172,0.0162,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,1,N
Nh2,0.4166,0.4483,0.0567,0.2703,0.0163,0.0156,0.0165,0.0163,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,2,N
Nh3,0.4169,0.4483,0.0573,0.2703,0.0165,0.0151,0.0162,0.0163,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,3,N
Nh4,0.4172,0.4484,0.0575,0.27,0.0159,0.0159,0.0154,0.0155,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,4,N
Nh5,0.4173,0.4485,0.0568,0.2709,0.0157,0.0158,0.015,0.016,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,5,N
Nh6,0.4178,0.4491,0.0579,0.2701,0.0156,0.0147,0.0158,0.0151,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,6,N
Nh7,0.4164,0.4492,0.0569,0.2699,0.016,0.0151,0.0156,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,7,N
Nh8,0.417,0.4486,0.0565,0.2692,0.0165,0.015,0.0163,0.0153,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,8,N
Nh9,0.4167,0.4489,0.0562,0.2692,0.0166,0.0163,0.0157,0.0156,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,9,N
Nh10,0.4164,0.4488,0.0554,0.2683,0.0159,0.0156,0.0159,0.0159,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,8,10,N
Nh11,0.4175,0.4494,0.0552,0.2686,0.0157,0.0155,0.0163,0.0186,11X11TA,8/26/2019,Recycled,PreEDM,TRUE,8,11,N
Ni1,0.4176,0.448,0.0567,0.2702,0.0149,0.0155,0.016,0.0165,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,9,1,N
Ni2,0.4173,0.4481,0.0566,0.2696,0.0152,0.0153,0.0155,0.0154,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,9,2,N
Ni3,0.4174,0.4489,0.0568,0.2699,0.0152,0.0165,0.0166,0.0155,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,9,3,N
Ni4,0.4174,0.4484,0.0571,0.2703,0.0157,0.0157,0.0157,0.0155,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,9,4,N
Ni5,0.4168,0.4481,0.0579,0.2698,0.0166,0.0157,0.0151,0.0156,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,9,5,N
Ni6,0.4174,0.4483,0.0572,0.2704,0.0153,0.0162,0.0153,0.0168,11X11TA,8/26/2019,Recycled,PreEDM,FALSE,9,6,N
